Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
SRX3565200	21634280	5309200	15668348	183734	0	0	0	0	0	0	0	0	0	369186	92983	10829	24.540682657338266	21634280.0	21450546.0	99.15	183734.0	0.85	SRX3565200_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21634280.0	0.0	20-75	54.0	7.838546356880242	73.77440053470696	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	21637847	5330894	21637847	1622838525	3366332	1612363407	0.6454812255581621			0.8997	0.0038	0.0965
SRX3565201	23737576	3896537	19280161	208958	0	0	0	0	0	0	0	0	0	263258	79408	9254	16.415058555262767	23737576.0	23528618.0	99.12	208958.0	0.88	SRX3565201_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23737576.0	0.0	20-75	56.0	6.952733649621575	73.73855595027902	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	23741229	5326326	23741229	1780592175	4793627	1768502090	0.6789923694907847			0.9321	0.0025	0.0654
SRX3565202	25621607	8632670	15619172	223147	0	0	0	0	0	0	0	0	0	949894	175952	20772	33.69292956526888	25621607.0	25398460.0	99.13	223147.0	0.87	SRX3565202_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25621607.0	0.0	20-76	51.0	8.244625780961393	75.18521051392287	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	25624773	6988240	25624773	1947482748	4582444	1933613101	0.7121833050507721			0.8375	0.0123	0.1503
SRX3565203	20381848	4911678	14941681	151606	0	0	0	0	0	0	0	0	0	291095	75912	9876	24.09829569919273	20381848.0	20230242.0	99.26	151606.0	0.74	SRX3565203_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20381848.0	0.0	20-76	54.0	6.838297655386338	75.31573525619463	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	20384514	5660801	20384514	1549223064	1443088	1539925625	0.6001355915780505			0.9013	0.0038	0.0949
SRX3565204	22141611	5163794	16377176	175827	0	0	0	0	0	0	0	0	0	323390	90090	11334	23.321672483542407	22141611.0	21965784.0	99.21	175827.0	0.79	SRX3565204_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22141611.0	0.0	20-75	54.0	7.213176335892219	73.78036277486764	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	22146243	5589746	22146243	1660968225	3406944	1650155611	0.6509825917952163			0.9052	0.004	0.0908
SRX3565205	19184708	4503564	13994704	159164	0	0	0	0	0	0	0	0	0	438150	79506	9620	23.474759167562	19184708.0	19025544.0	99.17	159164.0	0.83	SRX3565205_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19184708.0	0.0	20-76	54.0	7.849973527355743	75.19730016219168	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	19187930	5152149	19187930	1458282680	3418445	1447802247	0.7186832253949557			0.8962	0.0065	0.0972
SRX3565206	18056265	2828872	14833831	138548	0	0	0	0	0	0	0	0	0	200475	48673	5866	15.666983177307156	18056265.0	17917717.0	99.23	138548.0	0.77	SRX3565206_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18056265.0	0.0	20-76	56.0	6.466793157845338	75.3177162608103	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	18059539	4953642	18059539	1372524964	1364796	1364075627	0.6156053420970783			0.9339	0.0029	0.0632
SRX3565207	20093553	4756111	14795389	169212	0	0	0	0	0	0	0	0	0	276096	85141	11604	23.66983579260472	20093553.0	19924341.0	99.16	169212.0	0.84	SRX3565207_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20093553.0	0.0	20-75	54.0	8.229280758155634	73.75504600903585	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	20095095	4744016	20095095	1507132125	3530699	1497183531	0.6601009848423209			0.9034	0.004	0.0926
SRX3565208	13337862	1915183	11101726	119968	0	0	0	0	0	0	0	0	0	155841	40741	4403	14.358995467189569	13337862.0	13217894.0	99.1	119968.0	0.9	SRX3565208_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13337862.0	0.0	20-76	57.0	7.793796362832291	75.19883081711295	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	13340101	3089633	13340101	1013847676	3142243	1006520575	0.7227023519852701			0.9379	0.0024	0.0597
SRX3565209	18573652	2783247	15311962	180721	0	0	0	0	0	0	0	0	0	233678	57301	6743	14.984920574585976	18573652.0	18392931.0	99.03	180721.0	0.97	SRX3565209_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18573652.0	0.0	20-75	57.0	7.616920468673223	73.72645207307642	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	18577772	4152498	18577772	1393332900	3981146	1383552773	0.7019232087320983			0.9364	0.0027	0.0609
SRX3565210	17778591	4505901	12811381	137971	0	0	0	0	0	0	0	0	0	241245	72271	9822	25.34453377098331	17778591.0	17640620.0	99.22	137971.0	0.78	SRX3565210_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17778591.0	0.0	20-76	54.0	7.488036196486193	75.29740753921388	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	17783305	5037114	17783305	1351531180	1328188	1342990762	0.6319068421344153			0.8939	0.0038	0.1023
SRX3565211	17297935	3190153	13716832	137180	0	0	0	0	0	0	0	0	0	193940	53095	6735	18.44239211212205	17297935.0	17160755.0	99.21	137180.0	0.79	SRX3565211_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17297935.0	0.0	20-76	55.0	6.605799508509295	75.31800298706175	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	17303162	4732118	17303162	1315040312	1324767	1306837182	0.6237930446044			0.924	0.0031	0.0729
SRX3823521	6720853	3188769	2755158	218070	0	0	0	0	17888	0	0	0	0	406227	40443	94298	47.44589712049944	6720853.0	6502783.0	96.76	218070.0	3.24	SRX3823521_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6720853.0	0.0	20-25	48.0	10.305752966618579	24.491940085581398	pass	pass	pass	pass	fail	warn	fail	warn	fail	fail	pass	6738314	1752334	6738314	168457850	245049	165896369	1.5205471279610894	0.0145	0.2629	0.7226		
SRX3823522	14390760	4163170	8792954	630384	0	0	0	0	68616	0	0	0	0	542866	56758	136012	28.92946585169929	14390760.0	13760376.0	95.62	630384.0	4.38	SRX3823522_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14390760.0	0.0	20-25	52.0	7.488618799949569	24.60136907293291	pass	pass	pass	pass	fail	fail	fail	warn	fail	warn	pass	14442392	4128349	14442392	361059800	829316	354843138	1.7217818211830838	0.0091	0.1623	0.8286		
SRX3823523	6760515	2905238	3070783	226881	0	0	0	0	15520	0	0	0	0	415538	40818	85737	42.973619613298695	6760515.0	6533634.0	96.64	226881.0	3.36	SRX3823523_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6760515.0	0.0	20-25	48.0	12.007113682528491	24.63499052956764	pass	pass	pass	pass	fail	fail	fail	warn	fail	warn	pass	6778719	1788065	6778719	169467975	272888	166840344	1.5505177305623672	0.0145	0.2442	0.7413		
SRX3823524	9333657	2925249	5349669	501503	0	0	0	0	50239	0	0	0	0	394553	33633	78811	31.34086671494357	9333657.0	8832154.0	94.63	501503.0	5.37	SRX3823524_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9333657.0	0.0	20-25	52.0	7.828995742198128	24.475183628453454	pass	pass	pass	pass	fail	fail	fail	warn	fail	fail	pass	9369993	3612790	9369993	234249825	88950	229250780	2.1340656284375026	0.0093	0.1784	0.8123		
SRX3823525	13892547	3931352	8526600	612647	0	0	0	0	78042	0	0	0	0	545244	15181	183481	28.29828108553457	13892547.0	13279900.0	95.59	612647.0	4.41	SRX3823525_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13892547.0	0.0	20-25	54.0	5.917523391278018	24.989627675904213	pass	pass	pass	pass	fail	fail	fail	warn	fail	fail	pass	13927289	69223	13927289	348182225	801651	347259982	0.26487365918808753	0.0087	0.168	0.8233		
SRX3823526	9734862	4867551	3616486	383241	0	0	0	0	44987	0	0	0	0	570327	15386	236884	50.001232683113535	9734862.0	9351621.0	96.06	383241.0	3.94	SRX3823526_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9734862.0	0.0	20-25	48.0	9.502365609276735	24.98975845779837	pass	pass	pass	pass	fail	warn	fail	warn	fail	warn	pass	9768706	53280	9768706	244217650	718335	243412878	0.3295306461265187	0.012	0.2669	0.7211		
SRX3823527	7761767	2413361	4533368	288630	0	0	0	0	39897	0	0	0	0	381165	9236	96110	31.092932833464342	7761767.0	7473137.0	96.28	288630.0	3.72	SRX3823527_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7761767.0	0.0	20-25	52.0	10.000975833029484	24.97456481236811	pass	pass	pass	pass	fail	fail	fail	warn	fail	warn	pass	7780906	33737	7780906	194522650	424488	194037871	0.24921468014136144	0.0098	0.187	0.8032		
SRX3823528	6848540	2218197	4043612	161863	0	0	0	0	19861	0	0	0	0	317139	26884	60984	32.38934137787032	6848540.0	6686677.0	97.64	161863.0	2.36	SRX3823528_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6848540.0	0.0	20-25	52.0	9.235126274142004	24.474478063937717	pass	pass	pass	pass	fail	fail	fail	warn	fail	fail	pass	6868039	1920442	6868039	171700975	270473	168927795	1.6151218710318913	0.0098	0.1875	0.8027		
SRX3823529	5347063	1509863	3415928	117850	0	0	0	0	20689	0	0	0	0	226164	16756	39813	28.237239770692806	5347063.0	5229213.0	97.8	117850.0	2.2	SRX3823529_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5347063.0	0.0	20-25	53.0	10.91760425510532	24.613122194370998	pass	pass	pass	pass	fail	fail	fail	warn	fail	warn	pass	5361332	2095445	5361332	134033300	51140	131140174	2.158512847180514	0.0081	0.1671	0.8249		
SRX3823530	6685008	1944692	4213597	143531	0	0	0	0	20968	0	0	0	0	279764	24143	58313	29.09034663832863	6685008.0	6541477.0	97.85	143531.0	2.15	SRX3823530_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6685008.0	0.0	20-25	53.0	8.096403129535963	24.46922157759572	pass	pass	pass	pass	fail	fail	fail	warn	fail	fail	pass	6704985	1882611	6704985	167624625	269241	164903610	1.6232787992814302	0.0091	0.1697	0.8212		
SRX3823531	9873163	3953606	5057596	144568	0	0	0	0	23487	0	0	0	0	530981	46068	116857	40.04396564707784	9873163.0	9728595.0	98.54	144568.0	1.46	SRX3823531_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9873163.0	0.0	20-25	50.0	8.345839036481244	24.471258906593558	pass	pass	pass	pass	fail	fail	fail	warn	fail	fail	pass	9898327	3754976	9898327	247458175	88407	242137237	2.1502373077793853	0.0114	0.2246	0.764		
SRX3823532	8112707	2972252	4285575	265298	0	0	0	0	20568	0	0	0	0	435770	41454	91790	36.63699428563117	8112707.0	7847409.0	96.73	265298.0	3.27	SRX3823532_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8112707.0	0.0	20-25	51.0	9.285701506068472	24.487359151513797	pass	pass	pass	pass	fail	fail	fail	warn	fail	fail	pass	8132628	2196835	8132628	203315700	321526	200107319	1.5780291438388674	0.0122	0.2109	0.7769		
SRX3823533	10576003	3704275	6059058	196625	0	0	0	0	33459	0	0	0	0	437567	41215	103804	35.02528318117913	10576003.0	10379378.0	98.14	196625.0	1.86	SRX3823533_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10576003.0	0.0	20-25	52.0	7.298986308715373	24.469099526541356	pass	pass	pass	pass	fail	fail	fail	warn	fail	fail	pass	10604199	2909114	10604199	265104975	353201	260940512	1.5708731984377131	0.0097	0.1943	0.7959999999999999		
SRX3823534	7812170	3145835	3636739	389768	0	0	0	0	27660	0	0	0	0	492543	40116	79509	40.268388936748686	7812170.0	7422402.0	95.01	389768.0	4.99	SRX3823534_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7812170.0	0.0	20-25	49.0	11.767486560068035	24.608829556960487	pass	pass	pass	pass	fail	fail	fail	warn	fail	warn	pass	7849859	2940975	7849859	196246475	72964	192133831	2.095652418724973	0.0129	0.2404	0.7466		
SRX3823536	7452743	4596254	1885324	127544	0	0	0	0	21139	0	0	0	0	646769	54895	120818	61.671977686604784	7452743.0	7325199.0	98.29	127544.0	1.71	SRX3823536_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7452743.0	0.0	20-25	45.0	12.640822037670054	24.490704429228273	pass	pass	pass	pass	fail	warn	fail	warn	fail	warn	pass	7466884	1848536	7466884	186672100	193560	184017957	1.4218209362834615	0.0185	0.3488	0.6327		
SRX3823537	7081948	2633659	3718526	221142	0	0	0	0	22397	0	0	0	0	349703	9955	126566	37.188341399852135	7081948.0	6860806.0	96.88	221142.0	3.12	SRX3823537_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7081948.0	0.0	20-25	51.0	9.846288613991947	24.989723590176038	pass	pass	pass	pass	fail	fail	fail	warn	fail	fail	pass	7095542	28857	7095542	177388550	325226	177023011	0.20606685155270726	0.0117	0.2147	0.7736		
SRX3823538	5617417	1768074	3284992	226998	0	0	0	0	19726	0	0	0	0	221335	6433	89859	31.47485757243944	5617417.0	5390419.0	95.96	226998.0	4.04	SRX3823538_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5617417.0	0.0	20-25	52.0	11.888150306383553	24.973477133707537	pass	pass	pass	pass	fail	fail	fail	warn	fail	warn	pass	5629915	6940	5629915	140747875	53202	140682198	0.04666287146431163	0.0102	0.1734	0.8164		
SRX3823539	11419725	2641100	7943133	221869	0	0	0	0	48197	0	0	0	0	434524	10192	120710	23.127527151485697	11419725.0	11197856.0	98.06	221869.0	1.94	SRX3823539_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11419725.0	0.0	20-25	55.0	7.174295019271719	24.973229653078327	pass	pass	pass	pass	fail	fail	fail	warn	fail	warn	pass	11437404	49325	11437404	285935100	462266	285397518	0.18800839770983	0.0081	0.1396	0.8522		
SRX4001511	18927699	7228933	10172428	399267	0	0	0	0	56308	0	0	0	0	782003	96976	191784	38.192349740980134	18927699.0	18528432.0	97.89	399267.0	2.11	SRX4001511_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18927699.0	0.0	20-75	51.0	11.120210706298387	37.470453857069465	pass	pass	fail	pass	fail	fail	fail	warn	fail	warn	pass	19010955	6923713	19010955	725755440	380008	715868550	1.3622894786706663	0.0131	0.2002	0.7868		
SRX4001512	3960527	2149430	1285377	145726	0	0	0	0	9205	0	0	0	0	305552	40155	25082	54.271312883361226	3960527.0	3814801.0	96.32	145726.0	3.68	SRX4001512_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3960527.0	0.0	20-75	46.0	24.52247982666677	73.7445536919708	pass	pass		pass	fail	fail	fail	warn	fail	warn	pass	3966659	1410240	3966659	297499425	134661	295311304	0.7355042787057487	0.0154	0.2756	0.7090000000000001		
SRX4001513	13144967	6004163	5672137	175664	0	0	0	0	84594	0	0	0	0	858171	29075	321163	45.676516342718855	13144967.0	12969303.0	98.66	175664.0	1.34	SRX4001513_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13144967.0	0.0	20-26	49.0	10.017333381799922	25.97615726231949	pass	pass	pass	pass	fail	fail	fail	warn	fail	fail	pass	13189248	49107	13189248	342920448	1029112	341816262	0.3219947968807039	0.0167	0.2674	0.7159		
SRX4001514	17043124	7315264	8218678	310990	0	0	0	0	55867	0	0	0	0	841223	49549	251553	42.92208400290933	17043124.0	16732134.0	98.18	310990.0	1.82	SRX4001514_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17043124.0	0.0	20-75	50.0	10.732362992616034	36.88502929392522	pass	pass	fail	pass	fail	fail	fail	warn	fail	warn	pass	17092564	65859	17092564	634613982	1485269	632993371	0.2553695704737877	0.0183	0.2183	0.7634		
SRX4001515	4164284	2693920	1068134	128414	0	0	0	0	6839	0	0	0	0	207315	39168	20494	64.69107294315182	4164284.0	4035870.0	96.92	128414.0	3.08	SRX4001515_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4164284.0	0.0	20-75	44.0	22.461914094576116	73.74101574244216	pass	pass		pass	fail	fail	fail	warn	fail	warn	pass	4170669	1440072	4170669	312800175	132372	310508770	0.7325459456664306	0.0154	0.2601	0.7245		
SRX4001516	13404312	6487003	5664958	194499	0	0	0	0	65768	0	0	0	0	723129	98238	170717	48.39489710475256	13404312.0	13209813.0	98.55	194499.0	1.45	SRX4001516_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13404312.0	0.0	20-26	48.0	10.323568180587351	25.628436506103412	pass	pass	pass	pass	fail	fail	fail	warn	fail	warn	pass	13515053	4746777	13515053	351391378	180173	344545156	1.948318151391865	0.0202	0.2348	0.7449		
SRX4001517	18099791	6073423	10383234	393708	0	0	0	0	69995	0	0	0	0	921501	44362	213568	33.555210665139725	18099791.0	17706083.0	97.82	393708.0	2.18	SRX4001517_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18099791.0	0.0	20-75	52.0	10.196212705765145	37.39342150414886	pass	pass	fail	pass	fail	fail	fail	warn	fail	warn	pass	18161711	72604	18161711	683604010	1784801	681702225	0.2781998016658796	0.0203	0.1864	0.7932		
SRX4001518	4547698	2646319	1423637	147460	0	0	0	0	7356	0	0	0	0	261539	42068	19319	58.19029759671817	4547698.0	4400238.0	96.76	147460.0	3.24	SRX4001518_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4547698.0	0.0	20-75	45.0	22.714069743285826	73.80331851411417	pass	pass		pass	fail	fail	fail	warn	fail	warn	pass	4553163	1599727	4553163	341487225	125170	339025747	0.7208111518666621	0.0165	0.2454	0.7381		
SRX4001519	13264002	7044002	4830384	216892	0	0	0	0	92763	0	0	0	0	764417	104121	211423	53.106159061194354	13264002.0	13047110.0	98.36	216892.0	1.64	SRX4001519_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13264002.0	0.0	20-26	47.0	10.31884177474068	25.50859898845009	pass	pass	pass	pass	fail	fail	fail	warn	fail	warn	pass	13378419	4585132	13378419	347838894	170325	341167810	1.9178660336931732	0.0233	0.2438	0.7329		
SRX4001520	16237574	6794976	7884396	352111	0	0	0	0	63668	0	0	0	0	889828	97570	155025	41.84723653915295	16237574.0	15885463.0	97.83	352111.0	2.17	SRX4001520_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16237574.0	0.0	20-75	50.0	11.316433916092892	35.8279224470355	pass	pass	fail	pass	fail	fail	fail	warn	fail	warn	pass	16337988	5867488	16337988	598507339	273414	590123321	1.4008212520849306	0.0224	0.2185	0.7591		
SRX4001521	4267233	2695517	1065597	158962	0	0	0	0	7521	0	0	0	0	271955	32775	34906	63.167795149690676	4267233.0	4108271.0	96.27	158962.0	3.73	SRX4001521_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4267233.0	0.0	20-75	44.0	22.490506319230967	73.97819664405482	pass	pass		pass	fail	fail	fail	warn	fail	warn	pass	4273154	8641	4273154	320486550	147137	320320476	0.051819335320000166	0.0207	0.2701	0.7092		
SRX4001522	13032939	7396808	4073472	186279	0	0	0	0	101786	0	0	0	0	865547	31556	377491	56.75471971440978	13032939.0	12846660.0	98.57	186279.0	1.43	SRX4001522_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13032939.0	0.0	20-26	46.0	10.025047966555924	25.980326156671186	pass	pass	pass	pass	fail	fail	fail	warn	fail	warn	pass	13071461	25209	13071461	339857986	159683	339656968	0.05914764645253915	0.0265	0.2679	0.7056		
SRX4001523	18355247	9102210	7401100	408491	0	0	0	0	71564	0	0	0	0	1018537	125142	228203	49.589144727935285	18355247.0	17946756.0	97.77	408491.0	2.23	SRX4001523_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18355247.0	0.0	20-75	49.0	13.21703320729398	38.47676677954811	pass	pass	fail	pass	fail	fail	fail	warn	fail	warn	pass	18430708	6507028	18430708	724642838	384423	715160090	1.3086099113560823	0.0251	0.2567	0.7182		
SRX4001524	3994321	2390839	1172705	132474	0	0	0	0	5694	0	0	0	0	234106	29153	29350	59.85595549281093	3994321.0	3861847.0	96.68	132474.0	3.32	SRX4001524_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3994321.0	0.0	20-75	45.0	23.72573112999635	73.9808783520403	pass	pass		pass	fail	fail	fail	warn	fail	warn	pass	3998277	7612	3998277	299870775	114326	299742083	0.0429158193225065	0.0168	0.254	0.7292		
SRX4001525	13543191	5927922	6182080	232917	0	0	0	0	53773	0	0	0	0	900809	96340	149350	43.77049692350938	13543191.0	13310274.0	98.28	232917.0	1.72	SRX4001525_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13543191.0	0.0	20-26	49.0	9.363538916075491	25.638155512980656	pass	pass	pass	pass	fail	fail	fail	warn	fail	fail	pass	13597483	3531649	13597483	353534558	1174877	347690768	1.6529614623982531	0.0255	0.225	0.7495		
SRX4001526	18267916	6338355	10250208	411076	0	0	0	0	77244	0	0	0	0	856401	48800	285832	34.6966506743298	18267916.0	17856840.0	97.75	411076.0	2.25	SRX4001526_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18267916.0	0.0	20-75	52.0	10.27675915543242	37.72406047849136	pass	pass	fail	pass	fail	fail	fail	warn	fail	warn	pass	18363990	102193	18363990	696667886	2534506	693959295	0.388792286027664	0.0174	0.1911	0.7915		
SRX4001527	4175735	2616489	1052103	151840	0	0	0	0	13473	0	0	0	0	256339	35449	50042	62.65936415984253	4175735.0	4023895.0	96.36	151840.0	3.64	SRX4001527_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4175735.0	0.0	20-75	44.0	22.751237569658137	73.97890143890838	pass	pass		pass	fail	fail	fail	warn	fail	warn	pass	4180332	7918	4180332	313524900	132394	313379710	0.046308921556150726	0.0187	0.2677	0.7136		
SRX4001528	13215307	6621164	4835042	290512	0	0	0	0	60539	0	0	0	0	1109719	121071	177260	50.10223372033658	13215307.0	12924795.0	97.8	290512.0	2.2	SRX4001528_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13215307.0	0.0	20-26	47.0	9.259528839154587	25.647387230580417	pass	pass	pass	pass	fail	fail	fail	warn	fail	fail	pass	13252003	4456456	13252003	344552078	174971	338112398	1.8690004824176392	0.0294	0.2803	0.6903		
SRX5495523	18822879	2032027	16227870	331494	0	0	0	0	3163	0	0	0	0	155999	28446	43880	10.795516456329555	18822879.0	18491385.0	98.24	331494.0	1.76	SRX5495523_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18822879.0	0.0	20-42	59.0	6.8621067888119995	41.60438618343135	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	18843915	5913687	18843915	791444430	2584368	780419356	1.3930319782527243	0.0025	0.0423	0.9551		
SRX5495524	12137622	1358817	10356073	249861	0	0	0	0	7473	0	0	0	0	116585	19015	29798	11.195084177114762	12137622.0	11887761.0	97.94	249861.0	2.06	SRX5495524_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12137622.0	0.0	20-42	59.0	8.058563869460674	41.58528276790956	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	12153914	3801992	12153914	510464388	1913941	503096255	1.4434176356294617	0.0029	0.0462	0.951		
SRX5495525	19750956	2149030	17022659	369555	0	0	0	0	3550	0	0	0	0	142373	24827	38962	10.880637878996843	19750956.0	19381401.0	98.13	369555.0	1.87	SRX5495525_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19750956.0	0.0	20-42	58.0	7.097931327942235	41.446155163324754	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	19775880	6265730	19775880	830586960	2838060	818808039	1.4181442241761175	0.002	0.0447	0.9532		
SRX5495526	10765517	1185476	9241333	209684	0	0	0	0	5750	0	0	0	0	85447	14318	23509	11.011788843954266	10765517.0	10555833.0	98.05	209684.0	1.95	SRX5495526_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10765517.0	0.0	20-42	58.0	8.397325245131801	41.43488417695128	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	10779473	2081995	10779473	452737866	1391258	448123218	1.0192759092079122	0.0023	0.0465	0.9512		
SRX5653264	43914004	34715119	5480992	1262159	0	0	0	0	0	0	0	0	0	2040622	350488	64624	79.05250224962406	43914004.0	42651845.0	97.13	1262159.0	2.87	SRX5653264_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43914004.0	0.0	20-76	41.0	13.321320368875025	74.01293997240606	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	43975697	19135504	43975697	3309503753	7467716	3271414654	1.1509006135881543			0.69	0.0097	0.3002
SRX5653265	119762011	94748534	14819828	3948958	0	0	0	0	0	0	0	0	0	5117306	946495	180890	79.11401387540161	119762011.0	115813053.0	96.7	3948958.0	3.3	SRX5653265_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	119762011.0	0.0	20-76	41.0	10.043720036592267	74.17767358632614	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	119882000	52663550	119882000	9043167883	16881226	8941475217	1.1245248049764642			0.6795	0.0091	0.3115
SRX5653266	47808355	35677313	7786638	1765859	0	0	0	0	0	0	0	0	0	2134127	373632	70786	74.62568624249883	47808355.0	46042496.0	96.31	1765859.0	3.69	SRX5653266_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	47808355.0	0.0	20-76	42.0	13.054989389649773	74.18568352749222	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	47858313	21244296	47858313	3611067858	7192886	3569847751	1.1414935587178323			0.6903	0.0099	0.2998
SRX5653267	40898344	30428445	7135704	1161426	0	0	0	0	0	0	0	0	0	1826098	294911	51760	74.40018842816717	40898344.0	39736918.0	97.16	1161426.0	2.84	SRX5653267_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40898344.0	0.0	20-76	42.0	12.962682896665035	74.05662918772457	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	40950030	18003476	40950030	3083195765	7189876	3048418143	1.1279732021816655			0.7120000000000001	0.0084	0.2796
SRX5653268	45556272	37286240	4496128	1276389	0	0	0	0	0	0	0	0	0	2092430	349024	56061	81.84655671561536	45556272.0	44279883.0	97.2	1276389.0	2.8	SRX5653268_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	45556272.0	0.0	20-76	40.0	12.79769457225924	74.00082658212244	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	45599976	19162489	45599976	3429334858	6653774	3392869420	1.0633385046937869			0.7156	0.0089	0.2755
